"Order number","Item sold","Cost per item","Quantity","Date"
"17753","Camera","499.99","1","28/04/2024"
"17754","Charger","10.99","3","28/04/2024"
"17755","Charger","10.99","2","28/04/2024"
"17756","Laptop","999.99","1","28/04/2024"
"17757","Phone","699.99","1","28/04/2024"
"17758","Headphones","39.99","2","29/04/2024"
"17759","Charger","10.99","3","29/04/2024"
"17760","Camera","499.99","1","29/04/2024"
"17761","Headphones","39.99","1","29/04/2024"
"17762","Camera","499.99","1","29/04/2024"
"17763","Laptop","999.99","1","29/04/2024"
"17764","Camera","499.99","1","29/04/2024"
"17765","Phone","699.99","2","30/04/2024"
"17766","Laptop","999.99","1","30/04/2024"
"17767","Camera","499.99","1","30/04/2024"
"17768","Phone","699.99","1","30/04/2024"
"17769","Laptop","999.99","1","30/04/2024"
"17770","Laptop","999.99","1","30/04/2024"
"17771","Phone","699.99","2","01/05/2024"
"17772","Headphones","39.99","1","01/05/2024"
"17773","Camera","499.99","1","01/05/2024"
"17774","Laptop","999.99","1","01/05/2024"
"17775","Headphones","39.99","1","01/05/2024"
"17776","Headphones","39.99","2","01/05/2024"
"17777","Phone","699.99","1","01/05/2024"
"17778","Phone","699.99","2","02/05/2024"
"17779","Smartwatch","289.99","2","02/05/2024"
"17780","Camera","499.99","1","02/05/2024"
"17781","Headphones","39.99","3","03/05/2024"
"17782","Smartwatch","289.99","2","03/05/2024"
"17783","Laptop","999.99","1","03/05/2024"
"17784","Phone","699.99","1","03/05/2024"
"17785","Laptop","999.99","1","04/05/2024"
"17786","Laptop","999.99","1","04/05/2024"
"17787","Charger","10.99","5","04/05/2024"
"17788","Smartwatch","289.99","1","04/05/2024"
"17789","Phone","699.99","1","04/05/2024"
"17790","Headphones","39.99","1","04/05/2024"
"17791","Smartwatch","289.99","1","05/05/2024"
"17792","Camera","499.99","1","05/05/2024"
"17793","Charger","10.99","1","05/05/2024"
"17794","Laptop","999.99","1","05/05/2024"
"17795","Phone","699.99","2","05/05/2024"
"17796","Camera","499.99","1","05/05/2024"
"17797","Smartwatch","289.99","1","05/05/2024"
"17798","Headphones","39.99","1","06/05/2024"
"17799","Smartwatch","289.99","2","06/05/2024"
"17800","Camera","499.99","1","06/05/2024"
"17801","Charger","10.99","1","06/05/2024"
"17802","Laptop","999.99","1","06/05/2024"
"17803","Charger","10.99","4","06/05/2024"
"17804","Camera","499.99","1","07/05/2024"
"17805","Camera","499.99","1","07/05/2024"
"17806","Laptop","999.99","1","07/05/2024"
"17807","Camera","499.99","1","07/05/2024"
"17808","Headphones","39.99","2","07/05/2024"
"17809","Camera","499.99","1","07/05/2024"
"17810","Laptop","999.99","1","08/05/2024"
"17811","Camera","499.99","1","08/05/2024"
"17812","Headphones","39.99","2","08/05/2024"
"17813","Laptop","999.99","1","08/05/2024"
"17814","Charger","10.99","5","09/05/2024"
"17815","Charger","10.99","2","09/05/2024"
"17816","Smartwatch","289.99","2","09/05/2024"
"17817","Camera","499.99","1","09/05/2024"
"17818","Camera","499.99","1","09/05/2024"
"17819","Laptop","999.99","1","10/05/2024"
"17820","Smartwatch","289.99","2","10/05/2024"
"17821","Laptop","999.99","1","10/05/2024"
"17822","Charger","10.99","1","10/05/2024"
"17823","Camera","499.99","1","10/05/2024"
"17824","Charger","10.99","3","10/05/2024"
"17825","Charger","10.99","4","10/05/2024"
"17826","Smartwatch","289.99","1","10/05/2024"
"17827","Smartwatch","289.99","2","11/05/2024"
"17828","Headphones","39.99","1","11/05/2024"
"17829","Camera","499.99","1","11/05/2024"
"17830","Smartwatch","289.99","1","12/05/2024"
"17831","Laptop","999.99","1","12/05/2024"
"17832","Headphones","39.99","1","12/05/2024"
"17833","Laptop","999.99","1","12/05/2024"
"17834","Smartwatch","289.99","2","12/05/2024"
"17835","Smartwatch","289.99","1","13/05/2024"
"17836","Charger","10.99","1","13/05/2024"
"17837","Headphones","39.99","1","13/05/2024"
"17838","Headphones","39.99","2","14/05/2024"
"17839","Laptop","999.99","1","14/05/2024"
"17840","Charger","10.99","5","14/05/2024"
"17841","Phone","699.99","2","14/05/2024"
"17842","Camera","499.99","1","15/05/2024"
"17843","Headphones","39.99","1","15/05/2024"
"17844","Camera","499.99","1","15/05/2024"
"17845","Headphones","39.99","3","15/05/2024"
"17846","Laptop","999.99","1","15/05/2024"
"17847","Laptop","999.99","1","15/05/2024"
"17848","Charger","10.99","4","15/05/2024"
"17849","Camera","499.99","1","15/05/2024"
"17850","Phone","699.99","2","16/05/2024"
"17851","Headphones","39.99","2","16/05/2024"
"17852","Phone","699.99","1","16/05/2024"
"17853","Phone","699.99","2","17/05/2024"
"17854","Charger","10.99","5","17/05/2024"
"17855","Smartwatch","289.99","2","17/05/2024"
"17856","Smartwatch","289.99","1","17/05/2024"
"17857","Headphones","39.99","1","17/05/2024"
"17858","Headphones","39.99","3","17/05/2024"
"17859","Charger","10.99","3","17/05/2024"
"17860","Headphones","39.99","3","17/05/2024"
"17861","Headphones","39.99","2","17/05/2024"
"17862","Camera","499.99","1","17/05/2024"
"17863","Charger","10.99","3","17/05/2024"
"17864","Charger","10.99","3","17/05/2024"
"17865","Camera","499.99","1","18/05/2024"
"17866","Camera","499.99","1","18/05/2024"
"17867","Camera","499.99","1","19/05/2024"
"17868","Phone","699.99","1","19/05/2024"
"17869","Headphones","39.99","1","20/05/2024"
"17870","Laptop","999.99","1","20/05/2024"
"17871","Laptop","999.99","1","20/05/2024"
"17872","Phone","699.99","1","20/05/2024"
"17873","Phone","699.99","2","20/05/2024"
"17874","Camera","499.99","1","20/05/2024"
"17875","Camera","499.99","1","20/05/2024"
"17876","Smartwatch","289.99","1","21/05/2024"
"17877","Camera","499.99","1","21/05/2024"
"17878","Headphones","39.99","2","22/05/2024"
"17879","Laptop","999.99","1","22/05/2024"
"17880","Headphones","39.99","3","22/05/2024"
"17881","Camera","499.99","1","22/05/2024"
"17882","Laptop","999.99","1","22/05/2024"
"17883","Phone","699.99","2","23/05/2024"
"17884","Smartwatch","289.99","1","23/05/2024"
"17885","Headphones","39.99","2","23/05/2024"
"17886","Smartwatch","289.99","2","23/05/2024"
"17887","Phone","699.99","2","23/05/2024"
"17888","Phone","699.99","2","23/05/2024"
"17889","Phone","699.99","1","23/05/2024"
"17890","Headphones","39.99","2","23/05/2024"
"17891","Laptop","999.99","1","24/05/2024"
"17892","Smartwatch","289.99","2","24/05/2024"
"17893","Phone","699.99","2","24/05/2024"
"17894","Laptop","999.99","1","24/05/2024"
"17895","Smartwatch","289.99","2","25/05/2024"
"17896","Smartwatch","289.99","2","25/05/2024"
"17897","Smartwatch","289.99","1","25/05/2024"
"17898","Phone","699.99","2","25/05/2024"
"17899","Laptop","999.99","1","25/05/2024"
"17900","Phone","699.99","2","25/05/2024"
"17901","Camera","499.99","1","26/05/2024"
"17902","Smartwatch","289.99","2","26/05/2024"
"17903","Smartwatch","289.99","1","26/05/2024"
"17904","Charger","10.99","5","26/05/2024"
"17905","Phone","699.99","2","26/05/2024"
"17906","Smartwatch","289.99","1","26/05/2024"
"17907","Headphones","39.99","2","27/05/2024"
"17908","Phone","699.99","2","27/05/2024"
"17909","Charger","10.99","3","27/05/2024"
"17910","Camera","499.99","1","27/05/2024"
"17911","Laptop","999.99","1","28/05/2024"
"17912","Camera","499.99","1","28/05/2024"
"17913","Camera","499.99","1","28/05/2024"
"17914","Laptop","999.99","1","28/05/2024"
"17915","Camera","499.99","1","28/05/2024"
"17916","Charger","10.99","1","28/05/2024"
"17917","Charger","10.99","1","28/05/2024"
"17918","Laptop","999.99","1","28/05/2024"
"17919","Charger","10.99","5","28/05/2024"
"17920","Smartwatch","289.99","1","28/05/2024"
"17921","Laptop","999.99","1","29/05/2024"
"17922","Camera","499.99","1","29/05/2024"
"17923","Smartwatch","289.99","2","29/05/2024"
"17924","Laptop","999.99","1","29/05/2024"
"17925","Camera","499.99","1","29/05/2024"
"17926","Smartwatch","289.99","1","29/05/2024"
"17927","Smartwatch","289.99","2","29/05/2024"
"17928","Headphones","39.99","1","29/05/2024"
"17929","Smartwatch","289.99","1","29/05/2024"
"17930","Headphones","39.99","1","29/05/2024"
"17931","Laptop","999.99","1","30/05/2024"
"17932","Smartwatch","289.99","2","30/05/2024"
"17933","Phone","699.99","1","31/05/2024"
"17934","Headphones","39.99","1","31/05/2024"
"17935","Charger","10.99","4","31/05/2024"
"17936","Phone","699.99","2","31/05/2024"
"17937","Headphones","39.99","1","31/05/2024"
"17938","Phone","699.99","1","31/05/2024"
"17939","Camera","499.99","1","01/06/2024"
"17940","Laptop","999.99","1","01/06/2024"
"17941","Laptop","999.99","1","01/06/2024"
"17942","Camera","499.99","1","01/06/2024"
"17943","Charger","10.99","2","01/06/2024"
"17944","Camera","499.99","1","01/06/2024"
"17945","Headphones","39.99","1","02/06/2024"
"17946","Headphones","39.99","3","02/06/2024"
"17947","Laptop","999.99","1","02/06/2024"
"17948","Smartwatch","289.99","2","02/06/2024"
"17949","Camera","499.99","1","03/06/2024"
"17950","Charger","10.99","3","03/06/2024"
"17951","Phone","699.99","1","03/06/2024"
"17952","Charger","10.99","1","03/06/2024"
"17953","Phone","699.99","1","03/06/2024"
"17954","Smartwatch","289.99","2","03/06/2024"
"17955","Camera","499.99","1","03/06/2024"
"17956","Smartwatch","289.99","2","04/06/2024"
"17957","Headphones","39.99","2","04/06/2024"
"17958","Phone","699.99","1","04/06/2024"
"17959","Smartwatch","289.99","1","04/06/2024"
"17960","Camera","499.99","1","04/06/2024"
"17961","Camera","499.99","1","04/06/2024"
"17962","Headphones","39.99","1","04/06/2024"
"17963","Charger","10.99","2","05/06/2024"
"17964","Camera","499.99","1","05/06/2024"
"17965","Charger","10.99","3","05/06/2024"
"17966","Headphones","39.99","1","06/06/2024"
"17967","Charger","10.99","3","06/06/2024"
"17968","Phone","699.99","1","06/06/2024"
"17969","Phone","699.99","2","06/06/2024"
"17970","Smartwatch","289.99","2","06/06/2024"
"17971","Smartwatch","289.99","2","06/06/2024"
"17972","Laptop","999.99","1","07/06/2024"
"17973","Charger","10.99","3","07/06/2024"
"17974","Phone","699.99","1","07/06/2024"
"17975","Camera","499.99","1","07/06/2024"
"17976","Phone","699.99","1","07/06/2024"
"17977","Camera","499.99","1","08/06/2024"
"17978","Laptop","999.99","1","08/06/2024"
"17979","Smartwatch","289.99","1","08/06/2024"
"17980","Laptop","999.99","1","09/06/2024"
"17981","Smartwatch","289.99","2","09/06/2024"
"17982","Charger","10.99","4","09/06/2024"
"17983","Charger","10.99","4","09/06/2024"
"17984","Headphones","39.99","3","09/06/2024"
"17985","Laptop","999.99","1","09/06/2024"
"17986","Laptop","999.99","1","09/06/2024"
"17987","Headphones","39.99","3","09/06/2024"
"17988","Headphones","39.99","3","10/06/2024"
"17989","Phone","699.99","1","10/06/2024"
"17990","Camera","499.99","1","10/06/2024"
"17991","Headphones","39.99","1","10/06/2024"
"17992","Phone","699.99","1","10/06/2024"
"17993","Headphones","39.99","3","10/06/2024"
"17994","Charger","10.99","2","11/06/2024"
"17995","Camera","499.99","1","11/06/2024"
"17996","Phone","699.99","2","11/06/2024"
"17997","Headphones","39.99","1","11/06/2024"
"17998","Charger","10.99","4","11/06/2024"
"17999","Charger","10.99","1","11/06/2024"
"18000","Camera","499.99","1","12/06/2024"
"18001","Camera","499.99","1","12/06/2024"
"18002","Camera","499.99","1","12/06/2024"
"18003","Phone","699.99","1","12/06/2024"
"18004","Headphones","39.99","1","12/06/2024"
"18005","Camera","499.99","1","12/06/2024"
"18006","Phone","699.99","1","12/06/2024"
"18007","Camera","499.99","1","13/06/2024"
"18008","Headphones","39.99","1","13/06/2024"
"18009","Phone","699.99","1","13/06/2024"
"18010","Laptop","999.99","1","13/06/2024"
"18011","Camera","499.99","1","13/06/2024"
"18012","Phone","699.99","2","13/06/2024"
"18013","Phone","699.99","1","13/06/2024"
"18014","Charger","10.99","2","14/06/2024"
"18015","Camera","499.99","1","14/06/2024"
"18016","Smartwatch","289.99","1","14/06/2024"
"18017","Laptop","999.99","1","14/06/2024"
"18018","Camera","499.99","1","15/06/2024"
"18019","Phone","699.99","1","15/06/2024"
"18020","Phone","699.99","2","15/06/2024"
"18021","Camera","499.99","1","15/06/2024"
"18022","Laptop","999.99","1","16/06/2024"
"18023","Phone","699.99","1","16/06/2024"
"18024","Headphones","39.99","2","16/06/2024"
"18025","Headphones","39.99","3","16/06/2024"
"18026","Laptop","999.99","1","17/06/2024"
"18027","Phone","699.99","1","17/06/2024"
"18028","Headphones","39.99","1","17/06/2024"
"18029","Camera","499.99","1","17/06/2024"
"18030","Headphones","39.99","2","17/06/2024"
"18031","Smartwatch","289.99","1","17/06/2024"
"18032","Phone","699.99","1","17/06/2024"
"18033","Smartwatch","289.99","2","18/06/2024"
"18034","Phone","699.99","2","18/06/2024"
"18035","Laptop","999.99","1","18/06/2024"
"18036","Smartwatch","289.99","2","18/06/2024"
"18037","Phone","699.99","2","18/06/2024"
"18038","Laptop","999.99","1","19/06/2024"
"18039","Charger","10.99","2","19/06/2024"
"18040","Phone","699.99","2","19/06/2024"
"18041","Charger","10.99","5","19/06/2024"
"18042","Headphones","39.99","3","19/06/2024"
"18043","Laptop","999.99","1","20/06/2024"
"18044","Smartwatch","289.99","1","20/06/2024"
"18045","Charger","10.99","5","20/06/2024"
"18046","Camera","499.99","1","20/06/2024"
"18047","Laptop","999.99","1","20/06/2024"
"18048","Headphones","39.99","3","21/06/2024"
"18049","Charger","10.99","1","21/06/2024"
"18050","Headphones","39.99","3","21/06/2024"
"18051","Smartwatch","289.99","2","21/06/2024"
"18052","Headphones","39.99","3","21/06/2024"
"18053","Phone","699.99","1","22/06/2024"
"18054","Headphones","39.99","2","22/06/2024"
"18055","Phone","699.99","1","22/06/2024"
"18056","Smartwatch","289.99","2","22/06/2024"
"18057","Camera","499.99","1","22/06/2024"
"18058","Charger","10.99","5","22/06/2024"
"18059","Charger","10.99","4","23/06/2024"
"18060","Laptop","999.99","1","23/06/2024"
"18061","Headphones","39.99","3","23/06/2024"
"18062","Headphones","39.99","3","23/06/2024"
"18063","Laptop","999.99","1","23/06/2024"
"18064","Camera","499.99","1","24/06/2024"
"18065","Smartwatch","289.99","2","24/06/2024"
"18066","Headphones","39.99","2","24/06/2024"
"18067","Charger","10.99","1","24/06/2024"
"18068","Camera","499.99","1","24/06/2024"
"18069","Laptop","999.99","1","24/06/2024"
"18070","Smartwatch","289.99","2","24/06/2024"
"18071","Camera","499.99","1","24/06/2024"
"18072","Charger","10.99","5","24/06/2024"
"18073","Headphones","39.99","2","25/06/2024"
"18074","Phone","699.99","2","25/06/2024"
"18075","Charger","10.99","3","25/06/2024"
"18076","Camera","499.99","1","25/06/2024"
"18077","Camera","499.99","1","26/06/2024"
"18078","Camera","499.99","1","26/06/2024"
"18079","Phone","699.99","1","26/06/2024"
"18080","Laptop","999.99","1","26/06/2024"
"18081","Headphones","39.99","1","27/06/2024"
"18082","Smartwatch","289.99","2","27/06/2024"
"18083","Phone","699.99","1","27/06/2024"
"18084","Camera","499.99","1","27/06/2024"
"18085","Charger","10.99","1","28/06/2024"
"18086","Laptop","999.99","1","28/06/2024"
"18087","Laptop","999.99","1","28/06/2024"
"18088","Headphones","39.99","1","28/06/2024"
"18089","Charger","10.99","3","28/06/2024"
"18090","Smartwatch","289.99","2","28/06/2024"
"18091","Phone","699.99","2","28/06/2024"
"18092","Phone","699.99","1","29/06/2024"
"18093","Phone","699.99","2","29/06/2024"
"18094","Charger","10.99","5","29/06/2024"
"18095","Laptop","999.99","1","29/06/2024"
"18096","Phone","699.99","1","29/06/2024"
"18097","Camera","499.99","1","29/06/2024"
"18098","Phone","699.99","1","29/06/2024"
"18099","Charger","10.99","1","30/06/2024"
"18100","Camera","499.99","1","30/06/2024"
"18101","Phone","699.99","1","30/06/2024"
"18102","Charger","10.99","4","30/06/2024"
"18103","Headphones","39.99","2","30/06/2024"
